                                           The SAS System      10:10 Tuesday, September 14, 2010   1

                                         The FREQ Procedure

                                           Porfolio Date
 
                                                         Cumulative    Cumulative
                   port_date    Frequency     Percent     Frequency      Percent
                   20081027          29        0.04         67273        97.99  
                   20081028           4        0.01         67277        98.00  
                   20081030           1        0.00         67278        98.00  
                   20081031          32        0.05         67310        98.04  
                   20081103          79        0.12         67389        98.16  
                   20081104           2        0.00         67391        98.16  
                   20081105           4        0.01         67395        98.17  
                   20081106          42        0.06         67437        98.23  
                   20081107          90        0.13         67527        98.36  
                   20081110           6        0.01         67533        98.37  
                   20081111           2        0.00         67535        98.37  
                   20081112          67        0.10         67602        98.47  
                   20081113           7        0.01         67609        98.48  
                   20081114           3        0.00         67612        98.48  
                   20081117           1        0.00         67613        98.49  
                   20081118           1        0.00         67614        98.49  
                   20081119           1        0.00         67615        98.49  
                   20081120          14        0.02         67629        98.51  
                   20081121          15        0.02         67644        98.53  
                   20081124          20        0.03         67664        98.56  
                   20081125          31        0.05         67695        98.60  
                   20081126           2        0.00         67697        98.61  
                   20081128           1        0.00         67698        98.61  
                   20081201           4        0.01         67702        98.61  
                   20081202           1        0.00         67703        98.62  
                   20081203           4        0.01         67707        98.62  
                   20081204           3        0.00         67710        98.63  
                   20081205           3        0.00         67713        98.63  
                   20081208           3        0.00         67716        98.64  
                   20081209           3        0.00         67719        98.64  
                   20081210           1        0.00         67720        98.64  
                   20081211           2        0.00         67722        98.64  
                   20081212           3        0.00         67725        98.65  
                   20081215           3        0.00         67728        98.65  
                   20081216           2        0.00         67730        98.66  
                   20081217           9        0.01         67739        98.67  
                   20081218           2        0.00         67741        98.67  
                   20081219           6        0.01         67747        98.68  
                   20081222           4        0.01         67751        98.69  
                   20081223           2        0.00         67753        98.69  
                   20081226           1        0.00         67754        98.69  
                   20081229           9        0.01         67763        98.70  
                   20081230           2        0.00         67765        98.71  
                   20081231           1        0.00         67766        98.71  
                   20090102           8        0.01         67774        98.72  
                   20090105           1        0.00         67775        98.72  
                   20090106           1        0.00         67776        98.72  
                   20090107           1        0.00         67777        98.72  
                   20090108           2        0.00         67779        98.73  
                   20090109           1        0.00         67780        98.73  
                   20090112           2        0.00         67782        98.73  
                   20090115           2        0.00         67784        98.73  
                   20090116           3        0.00         67787        98.74  
                   20090120           2        0.00         67789        98.74  
                   20090121          30        0.04         67819        98.79  
                   20090122           1        0.00         67820        98.79  
                   20090123           5        0.01         67825        98.79  
                   20090126           2        0.00         67827        98.80  
                   20090127           3        0.00         67830        98.80  
                   20090128           2        0.00         67832        98.80  
                   20090129           3        0.00         67835        98.81  
                   20090130           3        0.00         67838        98.81  
                   20090202           5        0.01         67843        98.82  
                   20090203           1        0.00         67844        98.82  
                   20090204           4        0.01         67848        98.83  
                   20090205           3        0.00         67851        98.83  
                   20090206           4        0.01         67855        98.84  
                   20090209           3        0.00         67858        98.84  
                   20090211           2        0.00         67860        98.84  
                   20090212           1        0.00         67861        98.85  
                   20090213           4        0.01         67865        98.85  
                   20090217           2        0.00         67867        98.86  
                   20090218           4        0.01         67871        98.86  
                   20090219           1        0.00         67872        98.86  
                   20090220           1        0.00         67873        98.86  
                   20090224           4        0.01         67877        98.87  
                   20090225           4        0.01         67881        98.88  
                   20090226           4        0.01         67885        98.88  
                   20090227           2        0.00         67887        98.88  
                   20090302           1        0.00         67888        98.89  
                   20090303           1        0.00         67889        98.89  
                   20090304           1        0.00         67890        98.89  
                   20090305           1        0.00         67891        98.89  
                   20090306           1        0.00         67892        98.89  
                   20090309           2        0.00         67894        98.89  
                   20090310           2        0.00         67896        98.90  
                   20090311           1        0.00         67897        98.90  
                   20090312           1        0.00         67898        98.90  
                   20090313           3        0.00         67901        98.90  
                   20090316           2        0.00         67903        98.91  
                   20090317           2        0.00         67905        98.91  
                   20090318           2        0.00         67907        98.91  
                   20090319           1        0.00         67908        98.91  
                   20090323           1        0.00         67909        98.92  
                   20090324           3        0.00         67912        98.92  
                   20090325           4        0.01         67916        98.93  
                   20090327           3        0.00         67919        98.93  
                   20090330           2        0.00         67921        98.93  
                   20090331           3        0.00         67924        98.94  
                   20090402           3        0.00         67927        98.94  
                   20090406           2        0.00         67929        98.95  
                   20090407           3        0.00         67932        98.95  
                   20090409           4        0.01         67936        98.96  
                   20090414           1        0.00         67937        98.96  
                   20090415           1        0.00         67938        98.96  
                   20090416           6        0.01         67944        98.97  
                   20090417           1        0.00         67945        98.97  
                   20090420           3        0.00         67948        98.97  
                   20090421          32        0.05         67980        99.02  
                   20090423           2        0.00         67982        99.02  
                   20090424           2        0.00         67984        99.03  
                   20090427           2        0.00         67986        99.03  
                   20090428           7        0.01         67993        99.04  
                   20090429           6        0.01         67999        99.05  
                   20090430           1        0.00         68000        99.05  
                   20090501           1        0.00         68001        99.05  
                   20090504           6        0.01         68007        99.06  
                   20090506           4        0.01         68011        99.06  
                   20090508           1        0.00         68012        99.07  
                   20090511           1        0.00         68013        99.07  
                   20090512           2        0.00         68015        99.07  
                   20090514           3        0.00         68018        99.08  
                   20090518           1        0.00         68019        99.08  
                   20090520           1        0.00         68020        99.08  
                   20090521           5        0.01         68025        99.09  
                   20090526           3        0.00         68028        99.09  
                   20090527           4        0.01         68032        99.10  
                   20090528           5        0.01         68037        99.10  
                   20090529           1        0.00         68038        99.10  
                   20090601           2        0.00         68040        99.11  
                   20090602           1        0.00         68041        99.11  
                   20090603           1        0.00         68042        99.11  
                   20090604           6        0.01         68048        99.12  
                   20090605           7        0.01         68055        99.13  
                   20090608           5        0.01         68060        99.14  
                   20090609           4        0.01         68064        99.14  
                   20090610           1        0.00         68065        99.14  
                   20090611           1        0.00         68066        99.14  
                   20090612           2        0.00         68068        99.15  
                   20090615           4        0.01         68072        99.15  
                   20090617           2        0.00         68074        99.16  
                   20090618           5        0.01         68079        99.16  
                   20090619           4        0.01         68083        99.17  
                   20090622           2        0.00         68085        99.17  
                   20090623           2        0.00         68087        99.18  
                   20090624           5        0.01         68092        99.18  
                   20090625           4        0.01         68096        99.19  
                   20090626           9        0.01         68105        99.20  
                   20090630           2        0.00         68107        99.20  
                   20090701           7        0.01         68114        99.21  
                   20090702          16        0.02         68130        99.24  
                   20090706           3        0.00         68133        99.24  
                   20090707           3        0.00         68136        99.25  
                   20090708           1        0.00         68137        99.25  
                   20090709           3        0.00         68140        99.25  
                   20090713           4        0.01         68144        99.26  
                   20090714           4        0.01         68148        99.26  
                   20090715           1        0.00         68149        99.27  
                   20090716           4        0.01         68153        99.27  
                   20090717           1        0.00         68154        99.27  
                   20090720           2        0.00         68156        99.28  
                   20090721           1        0.00         68157        99.28  
                   20090722           1        0.00         68158        99.28  
                   20090724           2        0.00         68160        99.28  
                   20090729           3        0.00         68163        99.29  
                   20090730           3        0.00         68166        99.29  
                   20090731           2        0.00         68168        99.29  
                   20090803           4        0.01         68172        99.30  
                   20090804           6        0.01         68178        99.31  
                   20090805           3        0.00         68181        99.31  
                   20090806           2        0.00         68183        99.32  
                   20090807           2        0.00         68185        99.32  
                   20090810           7        0.01         68192        99.33  
                   20090811           1        0.00         68193        99.33  
                   20090812           2        0.00         68195        99.33  
                   20090813           3        0.00         68198        99.34  
                   20090814           3        0.00         68201        99.34  
                   20090817           3        0.00         68204        99.35  
                   20090818           3        0.00         68207        99.35  
                   20090819           1        0.00         68208        99.35  
                   20090820           1        0.00         68209        99.35  
                   20090821           3        0.00         68212        99.36  
                   20090824           4        0.01         68216        99.36  
                   20090825           2        0.00         68218        99.37  
                   20090826           1        0.00         68219        99.37  
                   20090827           3        0.00         68222        99.37  
                   20090828           1        0.00         68223        99.37  
                   20090901           7        0.01         68230        99.38  
                   20090902           2        0.00         68232        99.39  
                   20090903           3        0.00         68235        99.39  
                   20090904           3        0.00         68238        99.40  
                   20090908           3        0.00         68241        99.40  
                   20090909           6        0.01         68247        99.41  
                   20090910           2        0.00         68249        99.41  
                   20090911           3        0.00         68252        99.42  
                   20090914           2        0.00         68254        99.42  
                   20090916           4        0.01         68258        99.42  
                   20090917           4        0.01         68262        99.43  
                   20090918           3        0.00         68265        99.43  
                   20090921           4        0.01         68269        99.44  
                   20090922           2        0.00         68271        99.44  
                   20090923           3        0.00         68274        99.45  
                   20090924           8        0.01         68282        99.46  
                   20090925          10        0.01         68292        99.47  
                   20090928           8        0.01         68300        99.49  
                   20090929           3        0.00         68303        99.49  
                   20090930          10        0.01         68313        99.50  
                   20091001           3        0.00         68316        99.51  
                   20091002           8        0.01         68324        99.52  
                   20091005           1        0.00         68325        99.52  
                   20091006           4        0.01         68329        99.53  
                   20091007           5        0.01         68334        99.54  
                   20091008           7        0.01         68341        99.55  
                   20091009           4        0.01         68345        99.55  
                   20091012           5        0.01         68350        99.56  
                   20091013           2        0.00         68352        99.56  
                   20091015           2        0.00         68354        99.56  
                   20091016           2        0.00         68356        99.57  
                   20091019           6        0.01         68362        99.58  
                   20091020           6        0.01         68368        99.58  
                   20091021           7        0.01         68375        99.60  
                   20091022           3        0.00         68378        99.60  
                   20091023           2        0.00         68380        99.60  
                   20091026           7        0.01         68387        99.61  
                   20091027           8        0.01         68395        99.62  
                   20091028           4        0.01         68399        99.63  
                   20091029           8        0.01         68407        99.64  
                   20091030           4        0.01         68411        99.65  
                   20091102           6        0.01         68417        99.66  
                   20091103           7        0.01         68424        99.67  
                   20091104           5        0.01         68429        99.67  
                   20091105           6        0.01         68435        99.68  
                   20091106           5        0.01         68440        99.69  
                   20091109          13        0.02         68453        99.71  
                   20091110           4        0.01         68457        99.71  
                   20091111           5        0.01         68462        99.72  
                   20091112          11        0.02         68473        99.74  
                   20091113           9        0.01         68482        99.75  
                   20091116           4        0.01         68486        99.76  
                   20091117           9        0.01         68495        99.77  
                   20091118           4        0.01         68499        99.78  
                   20091119           4        0.01         68503        99.78  
                   20091120          12        0.02         68515        99.80  
                   20091123          10        0.01         68525        99.81  
                   20091124           6        0.01         68531        99.82  
                   20091125           5        0.01         68536        99.83  
                   20091127           6        0.01         68542        99.84  
                   20091130           5        0.01         68547        99.85  
                   20091201           6        0.01         68553        99.85  
                   20091202           2        0.00         68555        99.86  
                   20091203           4        0.01         68559        99.86  
                   20091204           2        0.00         68561        99.87  
                   20091207           3        0.00         68564        99.87  
                   20091208           5        0.01         68569        99.88  
                   20091209          11        0.02         68580        99.89  
                   20091210           5        0.01         68585        99.90  
                   20091211           8        0.01         68593        99.91  
                   20091214           4        0.01         68597        99.92  
                   20091215           6        0.01         68603        99.93  
                   20091216           5        0.01         68608        99.93  
                   20091217           8        0.01         68616        99.95  
                   20091218           3        0.00         68619        99.95  
                   20091221          10        0.01         68629        99.97  
                   20091222           5        0.01         68634        99.97  
                   20091223           3        0.00         68637        99.98  
                   20091224           2        0.00         68639        99.98  
                   20091228           2        0.00         68641        99.98  
                   20091229           4        0.01         68645        99.99  
                   20091230           2        0.00         68647        99.99  
                   20091231           6        0.01         68653       100.00  


                                         Names Ending Date
 
                                                        Cumulative    Cumulative
                   NAMEENDT    Frequency     Percent     Frequency      Percent
                   -------------------------------------------------------------
                   19840102          14        0.02            14         0.02  
                   19840103           5        0.01            19         0.03  
                   19840104           5        0.01            24         0.03  
                   19840105           3        0.00            27         0.04  
                   19840108           2        0.00            29         0.04  
                   19840109           3        0.00            32         0.05  
                   19840110           4        0.01            36         0.05  
                   19840111           3        0.00            39         0.06  
                   19840115           1        0.00            40         0.06  
                   19840116           5        0.01            45         0.07  
                   19840117           3        0.00            48         0.07  
                   19840118           1        0.00            49         0.07  
                   19840119           4        0.01            53         0.08  
                   19840120           3        0.00            56         0.08  
                   19840122           2        0.00            58         0.08  
                   19840123           5        0.01            63         0.09  
                   19840124           7        0.01            70         0.10  
                   19840125           1        0.00            71         0.10  
                   19840126           7        0.01            78         0.11  
                   19840127           1        0.00            79         0.12  
                   19840129           1        0.00            80         0.12  
                   19840130           5        0.01            85         0.12  
                   19840131           7        0.01            92         0.13  
                   19840201           4        0.01            96         0.14  
                   19840202           3        0.00            99         0.14  
                   19840203           1        0.00           100         0.15  
                   19840205           5        0.01           105         0.15  
                   19840206           2        0.00           107         0.16  
                   19840207           2        0.00           109         0.16  
                   19840208           3        0.00           112         0.16  
                   19840209           7        0.01           119         0.17  
                   19840210           1        0.00           120         0.17  
                   19840213           1        0.00           121         0.18  
                   19840214           2        0.00           123         0.18  
                   19840215           3        0.00           126         0.18  
                   19840216           8        0.01           134         0.20  
                   19840217           4        0.01           138         0.20  
                   19840220           4        0.01           142         0.21  
                   19840221           5        0.01           147         0.21  
                   19840222           5        0.01           152         0.22  
                   19840223           1        0.00           153         0.22  
                   19840224           3        0.00           156         0.23  
                   19840226           4        0.01           160         0.23  
                   19840227           4        0.01           164         0.24  
                   19840228           9        0.01           173         0.25  
                   19840229          11        0.02           184         0.27  
                   19840301           3        0.00           187         0.27  
                   19840302           1        0.00           188         0.27  
                   19840304           5        0.01           193         0.28  
                   19840305           6        0.01           199         0.29  
                   19840306           4        0.01           203         0.30  
                   19840307           4        0.01           207         0.30  
                   19840308           4        0.01           211         0.31  
                   19840309           1        0.00           212         0.31  
                   19840311           6        0.01           218         0.32  
                   19840312           5        0.01           223         0.32  
                   19840313           3        0.00           226         0.33  
                   19840314           5        0.01           231         0.34  
                   19840315           2        0.00           233         0.34  
                   19840316           1        0.00           234         0.34  
                   19840318           2        0.00           236         0.34  
                   19840320           3        0.00           239         0.35  
                   19840321           5        0.01           244         0.36  
                   19840322           6        0.01           250         0.36  
                   19840323           1        0.00           251         0.37  
                   19840325           4        0.01           255         0.37  
                   19840326           6        0.01           261         0.38  
                   19840327           5        0.01           266         0.39  
                   19840328           3        0.00           269         0.39  
                   19840329           7        0.01           276         0.40  
                   19840330           3        0.00           279         0.41  
                   19840401          10        0.01           289         0.42  
                   19840402           4        0.01           293         0.43  
                   19840403           3        0.00           296         0.43  
                   19840404           3        0.00           299         0.44  
                   19840405           3        0.00           302         0.44  
                   19840406           3        0.00           305         0.44  
                   19840408           4        0.01           309         0.45  
                   19840409           2        0.00           311         0.45  
                   19840410           4        0.01           315         0.46  
                   19840411           1        0.00           316         0.46  
                   19840412           5        0.01           321         0.47  
                   19840415           4        0.01           325         0.47  
                   19840416           4        0.01           329         0.48  
                   19840417           3        0.00           332         0.48  
                   19840418           3        0.00           335         0.49  
                   19840419           1        0.00           336         0.49  
                   19840422           4        0.01           340         0.50  
                   19840423           3        0.00           343         0.50  
                   19840424          13        0.02           356         0.52  
                   19840425           2        0.00           358         0.52  
                   19840426           3        0.00           361         0.53  
                   19840427           3        0.00           364         0.53  
                   19840429           3        0.00           367         0.53  
                   19840430          13        0.02           380         0.55  
                   19840501           2        0.00           382         0.56  
                   19840502           2        0.00           384         0.56  
                   19840503           6        0.01           390         0.57  
                   19840504           3        0.00           393         0.57  
                   19840506           5        0.01           398         0.58  
                   19840507           8        0.01           406         0.59  
                   19840508           2        0.00           408         0.59  
                   19840509           2        0.00           410         0.60  
                   19840510           6        0.01           416         0.61  
                   19840511           1        0.00           417         0.61  
                   19840514           2        0.00           419         0.61  
                   19840515           5        0.01           424         0.62  
                   19840516           3        0.00           427         0.62  
                   19840517           4        0.01           431         0.63  
                   19840518           6        0.01           437         0.64  
                   19840520           5        0.01           442         0.64  
                   19840521           3        0.00           445         0.65  
                   19840522           3        0.00           448         0.65  
                   19840523           2        0.00           450         0.66  
                   19840524           6        0.01           456         0.66  
                   19840528           2        0.00           458         0.67  
                   19840529           9        0.01           467         0.68  
                   19840530          16        0.02           483         0.70  
                   19840531           8        0.01           491         0.72  
                   19840601           1        0.00           492         0.72  
                   19840603           5        0.01           497         0.72  
                   19840604           5        0.01           502         0.73  
                   19840605           3        0.00           505         0.74  
                   19840606           5        0.01           510         0.74  
                   19840607           4        0.01           514         0.75  
                   19840608           3        0.00           517         0.75  
                   19840610           1        0.00           518         0.75  
                   19840611           4        0.01           522         0.76  
                   19840612           2        0.00           524         0.76  
                   19840613           5        0.01           529         0.77  
                   19840614           5        0.01           534         0.78  
                   19840615           2        0.00           536         0.78  
                   19840617           4        0.01           540         0.79  
                   19840618          11        0.02           551         0.80  
                   19840619           8        0.01           559         0.81  
                   19840620           6        0.01           565         0.82  
                   19840621          10        0.01           575         0.84  
                   19840622           1        0.00           576         0.84  
                   19840624           4        0.01           580         0.84  
                   19840625           5        0.01           585         0.85  
                   19840626          12        0.02           597         0.87  
                   19840627           6        0.01           603         0.88  
                   19840628          10        0.01           613         0.89  
                   19840629           6        0.01           619         0.90  
                   19840701          16        0.02           635         0.92  
                   19840702           7        0.01           642         0.94  
                   19840704           1        0.00           643         0.94  
                   19840705          12        0.02           655         0.95  
                   19840706           3        0.00           658         0.96  
                   19840708           1        0.00           659         0.96  
                   19840709           4        0.01           663         0.97  
                   19840710           6        0.01           669         0.97  
                   19840711           3        0.00           672         0.98  
                   19840712           3        0.00           675         0.98  
                   19840713           3        0.00           678         0.99  
                   19840715           2        0.00           680         0.99  
                   19840716           2        0.00           682         0.99  
                   19840717           2        0.00           684         1.00  
                   19840718           5        0.01           689         1.00  
                   19840719          10        0.01           699         1.02  
                   19840720           1        0.00           700         1.02  
                   19840722           2        0.00           702         1.02  
                   19840723           3        0.00           705         1.03  
                   19840724           7        0.01           712         1.04  
                   19840725           6        0.01           718         1.05  
                   19840726           2        0.00           720         1.05  
                   19840729           7        0.01           727         1.06  
                   19840730           5        0.01           732         1.07  
                   19840731           6        0.01           738         1.07  
                   19840801           4        0.01           742         1.08  
                   19840802           2        0.00           744         1.08  
                   19840806           4        0.01           748         1.09  
                   19840807           5        0.01           753         1.10  
                   19840808           3        0.00           756         1.10  
                   19840809           6        0.01           762         1.11  
                   19840810           1        0.00           763         1.11  
                   19840812           2        0.00           765         1.11  
                   19840813           4        0.01           769         1.12  
                   19840814           1        0.00           770         1.12  
                   19840815           3        0.00           773         1.13  
                   19840816           5        0.01           778         1.13  
                   19840817           1        0.00           779         1.13  
                   19840819           2        0.00           781         1.14  
                   19840820           2        0.00           783         1.14  
                   19840821           5        0.01           788         1.15  
                   19840822           6        0.01           794         1.16  
                   19840823           5        0.01           799         1.16  
                   19840824           1        0.00           800         1.17  
                   19840826           3        0.00           803         1.17  
                   19840827           5        0.01           808         1.18  
                   19840828           4        0.01           812         1.18  
                   19840829           4        0.01           816         1.19  
                   19840830           3        0.00           819         1.19  
                   19840831          12        0.02           831         1.21  
                   19840903          12        0.02           843         1.23  
                   19840904           7        0.01           850         1.24  
                   19840905           4        0.01           854         1.24  
                   19840906           2        0.00           856         1.25  
                   19840907           3        0.00           859         1.25  
                   19840909           8        0.01           867         1.26  
                   19840910           2        0.00           869         1.27  
                   19840911           8        0.01           877         1.28  
                   19840912           2        0.00           879         1.28  
                   19840913           7        0.01           886         1.29  
                   19840914           1        0.00           887         1.29  
                   19840916           6        0.01           893         1.30  
                   19840917           9        0.01           902         1.31  
                   19840918           5        0.01           907         1.32  
                   19840919           3        0.00           910         1.33  
                   19840920           2        0.00           912         1.33  
                   19840921           3        0.00           915         1.33  
                   19840923           2        0.00           917         1.34  
                   19840924          10        0.01           927         1.35  
                   19840925           7        0.01           934         1.36  
                   19840926          16        0.02           950         1.38  
                   19840927           2        0.00           952         1.39  
                   19840928           6        0.01           958         1.40  
                   19840930          13        0.02           971         1.41  
                   19841001           6        0.01           977         1.42  
                   19841002           6        0.01           983         1.43  
                   19841003           4        0.01           987         1.44  
                   19841004           5        0.01           992         1.44  
                   19841005           2        0.00           994         1.45  
                   19841007           1        0.00           995         1.45  
                   19841008           6        0.01          1001         1.46  
                   19841009           3        0.00          1004         1.46  
                   19841010           4        0.01          1008         1.47  
                   19841011           4        0.01          1012         1.47  
                   19841012           2        0.00          1014         1.48  
                   19841014           4        0.01          1018         1.48  
                   19841015           5        0.01          1023         1.49  
                   19841016           9        0.01          1032         1.50  
                   19841017           5        0.01          1037         1.51  
                   19841018          14        0.02          1051         1.53  
                   19841019           1        0.00          1052         1.53  
                   19841021           3        0.00          1055         1.54  
                   19841022           6        0.01          1061         1.55  
                   19841023           4        0.01          1065         1.55  
                   19841024           3        0.00          1068         1.56  
                   19841025           2        0.00          1070         1.56  
                   19841026           1        0.00          1071         1.56  
                   19841029           5        0.01          1076         1.57  
                   19841030           4        0.01          1080         1.57  
                   19841031           9        0.01          1089         1.59  
                   19841101           4        0.01          1093         1.59  
                   19841102           3        0.00          1096         1.60  
                   19841104           2        0.00          1098         1.60  
                   19841105           4        0.01          1102         1.61  
                   19841106           5        0.01          1107         1.61  
                   19841107           3        0.00          1110         1.62  
                   19841108           3        0.00          1113         1.62  
                   19841109           7        0.01          1120         1.63  
                   19841111           5        0.01          1125         1.64  
                   19841112           3        0.00          1128         1.64  
                   19841113           7        0.01          1135         1.65  
                   19841114           2        0.00          1137         1.66  
                   19841115           4        0.01          1141         1.66  
                   19841116           5        0.01          1146         1.67  
                   19841118           7        0.01          1153         1.68  
                   19841119          10        0.01          1163         1.69  
                   19841120           7        0.01          1170         1.70  
                   19841121           1        0.00          1171         1.71  
                   19841122           1        0.00          1172         1.71  
                   19841123           2        0.00          1174         1.71  
                   19841125           3        0.00          1177         1.71  
                   19841126           6        0.01          1183         1.72  
                   19841127           4        0.01          1187         1.73  
                   19841128           1        0.00          1188         1.73  
                   19841129           8        0.01          1196         1.74  
                   19841130           3        0.00          1199         1.75  
                   19841202           3        0.00          1202         1.75  
                   19841203          10        0.01          1212         1.77  
                   19841204          10        0.01          1222         1.78  
                   19841205           5        0.01          1227         1.79  
                   19841206           3        0.00          1230         1.79  
                   19841207           1        0.00          1231         1.79  
                   19841209           3        0.00          1234         1.80  
                   19841210           2        0.00          1236         1.80  
                   19841211           6        0.01          1242         1.81  
                   19841212           3        0.00          1245         1.81  
                   19841213           3        0.00          1248         1.82  
                   19841214           3        0.00          1251         1.82  
